ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	GeneRatio1	desp	module.id
GO:0007618	mating	0.0398009950248756	162/12234	0.00529032263333594	0.0324115827490895	0.0231154834975659	bol/CASK/dlg1/Ktl/Nlg2/pros/shep/tipE	8	8/201	mating	1
GO:0051094	positive regulation of developmental process	0.0497512437810945	234/12234	0.00531963052496551	0.0324115827490895	0.0231154834975659	aPKC/Cals/dlg1/Hipk/kis/nmo/Pdcd4/pros/Sdc/stau	10	10/201	positive regulation of developmental process	1
GO:0031644	regulation of nervous system process	0.0149253731343284	22/12234	0.00534446311288178	0.0324115827490895	0.0231154834975659	Alk/qvr/Rdl	3	3/201	regulation of nervous system process	1
GO:0007163	establishment or maintenance of cell polarity	0.0447761194029851	198/12234	0.00543556499022851	0.0328316857241112	0.0234150950118066	aPKC/BicD/CadN/dlg1/Frl/heph/nmo/Rap1/smog	9	9/201	establishment or maintenance of cell polarity	1
GO:0010975	regulation of neuron projection development	0.0298507462686567	98/12234	0.00549669083763394	0.032936346692436	0.0234897377376766	CadN/pros/RhoGAPp190/Sema1a/tutl/unc-104	6	6/201	regulation of neuron projection development	1
GO:0010628	positive regulation of gene expression	0.0447761194029851	200/12234	0.00579745222483878	0.0346006672466569	0.0246767076738125	bol/CG4612/Hipk/Pitslre/pros/ps/pum/smog/tna	9	9/201	positive regulation of gene expression	1
GO:0051093	negative regulation of developmental process	0.0447761194029851	203/12234	0.00637488562929507	0.0368762614863838	0.0262996293775372	CadN/dlg1/Galphao/Liprin-gamma/nwk/pros/Sema1a/Spn/unc-104	9	9/201	negative regulation of developmental process	1
GO:0042749	regulation of circadian sleep/wake cycle	0.0199004975124378	46/12234	0.00673318247660818	0.0382139865842215	0.0272536760423584	Ih/Nca/qvr/Rdl	4	4/201	regulation of circadian sleep/wake cycle	1
GO:0007266	Rho protein signal transduction	0.0199004975124378	47/12234	0.00726672589000032	0.0406288317418605	0.0289759095359434	PsGEF/RhoGAP100F/RhoGAP71E/RhoGAPp190	4	4/201	Rho protein signal transduction	1
GO:0042753	positive regulation of circadian rhythm	0.0149253731343284	25/12234	0.00769918630819854	0.0422612270347832	0.0301401108261787	Ih/Nca/qvr	3	3/201	positive regulation of circadian rhythm	1
GO:0045880	positive regulation of smoothened signaling pathway	0.0199004975124378	48/12234	0.00782743461790874	0.0428089515103082	0.0305307401938718	aPKC/Hipk/Rap1/ttv	4	4/201	positive regulation of smoothened signaling pathway	1
GO:0032880	regulation of protein localization	0.0298507462686567	108/12234	0.00873805556022784	0.0472735092179233	0.0337147997571835	Evi5/Flo2/kis/pros/Tomosyn/unc-104	6	6/201	regulation of protein localization	1
GO:0060322	head development	0.0348258706467662	142/12234	0.00897345977916571	0.0482002982423758	0.0343757726126686	Appl/Frl/hth/pros/PsGEF/RhoGAPp190/Ten-a	7	7/201	head development	1
GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	0.0447761194029851	215/12234	0.00913845044057637	0.0486746095139892	0.0347140447191735	Alk/dlg1/jeb/kek1/Mmp2/pum/Pvf3/Rap1/Reph	9	9/201	transmembrane receptor protein tyrosine kinase signaling pathway	1
GO:0032269	negative regulation of cellular protein metabolic process	0.0398009950248756	178/12234	0.00915885272104984	0.0486746095139892	0.0347140447191735	CG13928/eIF4EHP/heph/kek1/msi/pum/Rbfox1/wech	8	8/201	negative regulation of cellular protein metabolic process	1
GO:0045047	protein targeting to ER	0.0581395348837209	24/12234	5.83977181227938e-07	0.00040544263546437	0.00034196028717958	CG8860/Sec61gamma/Spase12/Spase22-23/Spase25	5	5/86	protein targeting to ER	2
GO:0072599	establishment of protein localization to endoplasmic reticulum	0.0581395348837209	25/12234	7.2594921300693e-07	0.00040544263546437	0.00034196028717958	CG8860/Sec61gamma/Spase12/Spase22-23/Spase25	5	5/86	establishment of protein localization to endoplasmic reticulum	2
GO:0030952	establishment or maintenance of cytoskeleton polarity	0.0581395348837209	49/12234	2.28227251369343e-05	0.0063732459944889	0.00537535236777795	14-3-3epsilon/Gbeta13F/Klp64D/poly/Rab11	5	5/86	establishment or maintenance of cytoskeleton polarity	2
GO:0007264	small GTPase mediated signal transduction	0.0930232558139535	174/12234	2.94294786177077e-05	0.0065745455231959	0.00554513333954703	14-3-3epsilon/Arf79F/Gdi/Mob4/Nf1/PlexA/Rab11/Ric	8	8/86	small GTPase mediated signal transduction	2
GO:0016485	protein processing	0.0697674418604651	93/12234	4.72907954476071e-05	0.00880396975249619	0.00742548454835235	amon/Spase12/Spase22-23/Spase25/svr/twr	6	6/86	protein processing	2
GO:0019725	cellular homeostasis	0.104651162790698	255/12234	7.31898758018439e-05	0.0116790130386657	0.00985036674325569	CG5027/CG7484/Cnx99A/ERp60/Fer1HCH/Fer2LCH/Manf/Pdi/Smox	9	9/86	cellular homeostasis	2
GO:0046628	positive regulation of insulin receptor signaling pathway	0.0348837209302326	17/12234	0.00021239233087191	0.0200727462864639	0.0169298477372522	Lpin/Mob4/poly	3	3/86	positive regulation of insulin receptor signaling pathway	2
GO:1900078	positive regulation of cellular response to insulin stimulus	0.0348837209302326	17/12234	0.00021239233087191	0.0200727462864639	0.0169298477372522	Lpin/Mob4/poly	3	3/86	positive regulation of cellular response to insulin stimulus	2
GO:0051094	positive regulation of developmental process	0.0930232558139535	234/12234	0.000233612982743089	0.0200727462864639	0.0169298477372522	Arf79F/Desat1/E2f1/Mob4/Nf1/PlexA/pnut/Smox	8	8/86	positive regulation of developmental process	2
GO:0008103	oocyte microtubule cytoskeleton polarization	0.0348837209302326	19/12234	0.000299598530864127	0.022310103931682	0.0188168901840978	14-3-3epsilon/poly/Rab11	3	3/86	oocyte microtubule cytoskeleton polarization	2
GO:0045572	positive regulation of imaginal disc growth	0.0348837209302326	19/12234	0.000299598530864127	0.022310103931682	0.0188168901840978	Desat1/pnut/Smox	3	3/86	positive regulation of imaginal disc growth	2
GO:0023061	signal release	0.0697674418604651	139/12234	0.000430801143803775	0.026733604312712	0.0225477791639988	7B2/Arf79F/Cirl/eca/Gdi/Scamp	6	6/86	signal release	2
GO:0090150	establishment of protein localization to membrane	0.0581395348837209	96/12234	0.000564949164127809	0.0332130640174086	0.0280127147863928	Arf79F/boca/CG8860/Rab11/Sec61gamma	5	5/86	establishment of protein localization to membrane	2
GO:0045333	cellular respiration	0.202380952380952	130/12234	1.20015307899014e-72	1.68381476982317e-69	1.51092956049706e-69	mAcon1/CG12895/CG14757/CG2076/Chchd2/CG5028/CG5214/CG7430/COX4/COX5A/COX5B/COX7A/COX7C/cype/Cyt-c-p/dj-1beta/Gpo1/Idh3b/kdn/Idh3a/Fum1/l(3)87Df/levy/Mdh1/ND-13A/ND-13B/ND-15/ND-19/ND-20/ND-23/ND-24/ND-39/ND-42/ND-49/ND-51/ND-75/ND-ACP/ND-ASHI/ND-B12/ND-B14/ND-B14.5A/ND-B14.5B/ND-B15/ND-B16.6/ND-B17/ND-B17.2/ND-B18/ND-B22/ND-MLRQ/ND-PDSW/ND-SGDH/NP15.6/ox/RFeSP/Rim2/Scsalpha1/SdhA/SdhB/SdhC/SdhD/Sirup/ScsbetaA/UQCR-11/UQCR-14/UQCR-6.4/UQCR-C1/UQCR-C2/UQCR-Q	68	68/336	cellular respiration	3
GO:0046034	ATP metabolic process	0.199404761904762	159/12234	2.17894794292946e-63	1.01902132131001e-60	9.14393592892502e-61	ATPsynB/ATPsynC/ATPsynCF6/ATPsynD/ATPsyndelta/ATPsynE/ATPsynF/ATPsynG/ATPsyngamma/ATPsynO/blw/CG12895/CG14757/CG2076/Chchd2/COX4/COX5A/COX5B/COX7A/COX7C/cype/Cyt-c-p/dj-1beta/Hex-A/levy/ND-13A/ND-13B/ND-15/ND-19/ND-20/ND-23/ND-24/ND-39/ND-42/ND-49/ND-51/ND-75/ND-ACP/ND-ASHI/ND-B12/ND-B14/ND-B14.5A/ND-B14.5B/ND-B15/ND-B16.6/ND-B17/ND-B17.2/ND-B18/ND-B22/ND-MLRQ/ND-PDSW/ND-SGDH/ox/Pglym78/RFeSP/Scox/SdhA/SdhB/SdhC/SdhD/sesB/UQCR-11/UQCR-14/UQCR-6.4/UQCR-C1/UQCR-C2/UQCR-Q	67	67/336	ATP metabolic process	3
GO:0032543	mitochondrial translation	0.166666666666667	109/12234	4.62968795250903e-59	8.11931524671272e-57	7.28566683052737e-57	bonsai/CG12848/mEFTs/mEFTu1/mRpL1/mRpL10/mRpL12/mRpL13/mRpL14/mRpL16/mRpL17/mRpL18/mRpL19/mRpL2/mRpL21/mRpL22/mRpL23/mRpL24/mRpL27/mRpL28/mRpL30/mRpL33/mRpL34/mRpL35/mRpL36/mRpL4/mRpL41/mRpL42/mRpL43/mRpL47/mRpL48/mRpL49/mRpL50/mRpL52/mRpL54/mRpL55/mRpS10/mRpS11/mRpS14/mRpS16/mRpS17/mRpS18A/mRpS18C/mRpS21/mRpS24/mRpS25/mRpS26/mRpS28/mRpS31/mRpS33/mRpS5/mRpS6/mRpS7/mRpS9/P32/tko	56	56/336	mitochondrial translation	3
GO:0140053	mitochondrial gene expression	0.175595238095238	131/12234	7.68194660363223e-58	1.0777771084896e-55	9.67116646099384e-56	bonsai/Nfs1/CG12848/ClpP/mEFTs/mEFTu1/mRpL1/mRpL10/mRpL12/mRpL13/mRpL14/mRpL16/mRpL17/mRpL18/mRpL19/mRpL2/mRpL21/mRpL22/mRpL23/mRpL24/mRpL27/mRpL28/mRpL30/mRpL33/mRpL34/mRpL35/mRpL36/mRpL4/mRpL41/mRpL42/mRpL43/mRpL47/mRpL48/mRpL49/mRpL50/mRpL52/mRpL54/mRpL55/mRpS10/mRpS11/mRpS14/mRpS16/mRpS17/mRpS18A/mRpS18C/mRpS21/mRpS24/mRpS25/mRpS26/mRpS28/mRpS31/mRpS33/mRpS5/mRpS6/mRpS7/mRpS9/P32/Rim2/tko	59	59/336	mitochondrial gene expression	3
GO:0007005	mitochondrion organization	0.178571428571429	231/12234	3.21201352223623e-42	3.7553791430812e-40	3.36979664262679e-40	CG10075/CG10340/CG11722/CG12895/CG14483/CG14757/CG17996/CG2076/CG31229/CG34132/Chchd2/CG5569/CG5676/CG6878/CG7382/CG7394/CG7506/CG8004/CG8206/CG9231/CG9921/Chchd3/COX6B/COX7A/Drp1/Gs1/Hsc70-5/Hsp60A/l(2)37Cc/l(3)87Df/l(3)neo43/Marf/mge/Miro/Mitofilin/mRpL12/ND-18/ND-20/ND-23/ND-B12/ND-B14.7/Opa1/Phb2/porin/prel/QIL1/Rim2/Roe1/Scox/Sirup/Sod1/Sod2/Tim17b/Tim23/Tim8/Tim9a/Tom20/Tom40/Tom7/UQCR-C1	60	60/336	mitochondrion organization	3
GO:0006839	mitochondrial transport	0.0803571428571429	110/12234	1.17095179867125e-18	1.09523024902384e-16	9.82777790323377e-17	ATPsynF/ATPsynO/CG1907/CG31229/CG34132/CG6878/CG7382/CG7394/CG8004/CG8206/CG9399/EMRE/Hsp60A/mge/Miro/porin/Rim2/Roe1/sesB/Tim17b/Tim23/Tim8/Tim9a/Tom20/Tom40/Tom7/UQCR-C1	27	27/336	mitochondrial transport	3
GO:0006626	protein targeting to mitochondrion	0.0535714285714286	56/12234	4.13901602539294e-15	3.41590557860371e-13	3.06517843118883e-13	CG31229/CG34132/CG6878/CG7382/CG7394/CG8004/CG8206/Hsp60A/mge/Roe1/Tim17b/Tim23/Tim8/Tim9a/Tom20/Tom40/Tom7/UQCR-C1	18	18/336	protein targeting to mitochondrion	3
GO:0033108	mitochondrial respiratory chain complex assembly	0.0505952380952381	51/12234	1.21878177340544e-14	9.49972682271017e-13	8.52434503504623e-13	CG10075/CG11722/CG12895/CG14483/CG14757/CG17996/CG5569/COX6B/l(3)87Df/l(3)neo43/ND-18/ND-20/ND-23/ND-B12/ND-B14.7/Scox/Sirup	17	17/336	mitochondrial respiratory chain complex assembly	3
GO:0006754	ATP biosynthetic process	0.0386904761904762	26/12234	3.03049624231143e-14	2.23778222524365e-12	2.00801856277256e-12	ATPsynB/ATPsynC/ATPsynCF6/ATPsynD/ATPsyndelta/ATPsynE/ATPsynF/ATPsynG/ATPsyngamma/ATPsynO/blw/Scox/sesB	13	13/336	ATP biosynthetic process	3
GO:0070585	protein localization to mitochondrion	0.0535714285714286	64/12234	5.7494502305933e-14	3.84118032072495e-12	3.44678820841583e-12	CG31229/CG34132/CG6878/CG7382/CG7394/CG8004/CG8206/Hsp60A/mge/Roe1/Tim17b/Tim23/Tim8/Tim9a/Tom20/Tom40/Tom7/UQCR-C1	18	18/336	protein localization to mitochondrion	3
GO:0072655	establishment of protein localization to mitochondrion	0.0535714285714286	64/12234	5.7494502305933e-14	3.84118032072495e-12	3.44678820841583e-12	CG31229/CG34132/CG6878/CG7382/CG7394/CG8004/CG8206/Hsp60A/mge/Roe1/Tim17b/Tim23/Tim8/Tim9a/Tom20/Tom40/Tom7/UQCR-C1	18	18/336	establishment of protein localization to mitochondrion	3
GO:1990542	mitochondrial transmembrane transport	0.0535714285714286	65/12234	7.75524713529232e-14	4.94573260491597e-12	4.43793089655962e-12	ATPsynF/ATPsynO/CG6878/CG7382/CG7394/CG8206/CG9399/EMRE/Hsp60A/mge/porin/Rim2/Roe1/Tim17b/Tim23/Tom20/Tom40/Tom7	18	18/336	mitochondrial transmembrane transport	3
GO:0015985	energy coupled proton transport, down electrochemical gradient	0.0327380952380952	22/12234	3.07061208852854e-12	1.34627148756423e-10	1.20804344009215e-10	ATPsynB/ATPsynC/ATPsynCF6/ATPsynD/ATPsyndelta/ATPsynE/ATPsynF/ATPsynG/ATPsyngamma/ATPsynO/blw	11	11/336	energy coupled proton transport, down electrochemical gradient	3
GO:0010821	regulation of mitochondrion organization	0.0357142857142857	35/12234	7.16868820114111e-11	2.87361987034314e-09	2.57857175595933e-09	CG2076/CG6878/CG9231/Drp1/Gs1/Marf/Miro/mRpL12/Opa1/QIL1/Sod1/Sod2	12	12/336	regulation of mitochondrion organization	3
GO:0019693	ribose phosphate metabolic process	0.0714285714285714	183/12234	1.88976215705116e-10	6.62834076585696e-09	5.94777773640314e-09	Acsl/Adk3/ATPsynB/ATPsynC/ATPsynCF6/ATPsynD/ATPsyndelta/ATPsynE/ATPsynF/ATPsynG/ATPsyngamma/ATPsynO/blw/Pdhb/CG42813/CG5065/CG7920/Hex-A/Pdha/muc/Pglym78/Scox/sesB/ScsbetaA	24	24/336	ribose phosphate metabolic process	3
GO:0044743	protein transmembrane import into intracellular organelle	0.0357142857142857	44/12234	1.45046122671717e-09	3.99019039428273e-08	3.5804987144556e-08	CG6878/CG7382/CG7394/CG8206/Hsp60A/mge/Roe1/Tim17b/Tim23/Tom20/Tom40/Tom7	12	12/336	protein transmembrane import into intracellular organelle	3
GO:0034220	ion transmembrane transport	0.0952380952380952	429/12234	2.7529378392292e-07	6.03495591943526e-06	5.41531851269428e-06	ATPsynB/ATPsynC/ATPsynCF6/ATPsynD/ATPsyndelta/ATPsynE/ATPsynF/ATPsynG/ATPsyngamma/ATPsynO/blw/CG1907/CG6878/CG7382/CG7394/CG8206/CG9399/Dic1/EMRE/Hsp60A/mge/Mpcp2/ND-20/porin/Rim2/Roe1/Tim17b/Tim23/Tom20/Tom40/Tom7/VhaM9.7-b	32	32/336	ion transmembrane transport	3
GO:0017004	cytochrome complex assembly	0.0238095238095238	28/12234	5.72839108690369e-07	1.23645118383475e-05	1.10949890525292e-05	Cchl/CG10075/CG14483/CG17996/COX6B/l(3)87Df/l(3)neo43/Scox	8	8/336	cytochrome complex assembly	3
GO:0051205	protein insertion into membrane	0.0208333333333333	25/12234	3.47499179631031e-06	6.9648764146048e-05	6.24975968178515e-05	CG31229/CG34132/CG6878/mge/Tim8/Tim9a/Tom7	7	7/336	protein insertion into membrane	3
GO:0045454	cell redox homeostasis	0.0267857142857143	50/12234	7.41182760651995e-06	0.000137723794225258	0.00012358304227288	CG14407/CG3719/CG6523/CG7430/CG8993/Prx3/Su(P)/Trx-2/Trxr-1	9	9/336	cell redox homeostasis	3
GO:0006979	response to oxidative stress	0.0446428571428571	141/12234	7.46044786965046e-06	0.000137723794225258	0.00012358304227288	ATPsynD/bsk/Chchd2/dj-1beta/ND-20/ND-B14/ND-B17.2/ND-SGDH/Prx3/SdhC/sesB/Sirup/Sod1/Sod2/Trx-2	15	15/336	response to oxidative stress	3
GO:0006457	protein folding	0.0416666666666667	125/12234	8.27696080489523e-06	0.000150812675445039	0.000135328026283728	CG11267/p23/CG3061/CG8206/DnaJ-H/Droj2/Fkbp59/Hsc70-5/Hsp60A/Pfdn2/Pfdn5/RIC-3/Roe1/Tpr2	14	14/336	protein folding	3
GO:0008637	apoptotic mitochondrial changes	0.0148809523809524	12/12234	1.02499118909835e-05	0.000184367004910896	0.000165437174380786	CG2076/CG9231/Drp1/Hsp60A/Miro	5	5/336	apoptotic mitochondrial changes	3
GO:0061024	membrane organization	0.0595238095238095	247/12234	1.56446603281759e-05	0.000274368230505385	0.000246197549374979	bsk/CG2076/CG31229/CG34132/CG6878/Chchd3/comt/Drp1/EndoB/mge/Miro/Mitofilin/Opa1/QIL1/Syx13/Tim8/Tim9a/Tom7/Vamp7/Vps60	20	20/336	membrane organization	3
GO:0006790	sulfur compound metabolic process	0.0476190476190476	171/12234	1.91910552573326e-05	0.000332408031185649	0.000298278129795578	Acsl/Pdhb/Nfs1/CG13623/CG14721/CG31637/CG5065/CG7430/CG7920/galla-2/IscU/Pdha/MagR/muc/Sam-S/ScsbetaA	16	16/336	sulfur compound metabolic process	3
GO:0034599	cellular response to oxidative stress	0.0238095238095238	45/12234	2.64338798403109e-05	0.000452277236779954	0.000405839798318509	bsk/Chchd2/dj-1beta/Prx3/sesB/Sirup/Sod1/Sod2	8	8/336	cellular response to oxidative stress	3
GO:0019752	carboxylic acid metabolic process	0.0714285714285714	358/12234	5.17685517248858e-05	0.000844549745000171	0.000757835836755978	Acsl/Baldspot/Pdhb/CG16935/CG5028/CG7430/dj-1beta/Gabat/Gs1/Hex-A/Idh3b/kdn/Idh3a/Fum1/Pdha/Mdh1/Men-b/muc/ND-ACP/P5CDh1/P5cr/Pglym78/PheRS-m/Ssadh	24	24/336	carboxylic acid metabolic process	3
GO:0072593	reactive oxygen species metabolic process	0.0208333333333333	37/12234	5.6044566716906e-05	0.000903799162112864	0.000811001836581	Coq7/dj-1beta/ND-30/ND-75/Prx3/Sod1/Sod2	7	7/336	reactive oxygen species metabolic process	3
GO:0000302	response to reactive oxygen species	0.0208333333333333	38/12234	6.70986270652039e-05	0.00103449861288441	0.000928281757894551	bsk/dj-1beta/ND-20/ND-SGDH/Sirup/Sod1/Sod2	7	7/336	response to reactive oxygen species	3
GO:1903146	regulation of autophagy of mitochondrion	0.0119047619047619	11/12234	0.000158290273881282	0.00238797047586494	0.00214278627687622	CG6878/Drp1/Sod1/Sod2	4	4/336	regulation of autophagy of mitochondrion	3
GO:0061726	mitochondrion disassembly	0.0178571428571429	32/12234	0.00020327835516808	0.00300210034000859	0.00269386052942962	CG5676/CG6878/Drp1/Hsc70-5/Sod1/Sod2	6	6/336	mitochondrion disassembly	3
GO:0016226	iron-sulfur cluster assembly	0.0148809523809524	21/12234	0.000214767498243485	0.0031063793818104	0.00278743274985576	Nfs1/CG13623/galla-2/IscU/MagR	5	5/336	iron-sulfur cluster assembly	3
GO:0031163	metallo-sulfur cluster assembly	0.0148809523809524	21/12234	0.000214767498243485	0.0031063793818104	0.00278743274985576	Nfs1/CG13623/galla-2/IscU/MagR	5	5/336	metallo-sulfur cluster assembly	3
GO:0008340	determination of adult lifespan	0.0416666666666667	168/12234	0.000219172598125736	0.0031377464813307	0.00281557924122858	ATPsynD/Coq7/levy/ND-20/ND-SGDH/Pcyt1/Prx3/Sam-S/SdhC/sesB/Sod1/Sod2/Trx-2/Trxr-1	14	14/336	determination of adult lifespan	3
GO:0007568	aging	0.0416666666666667	177/12234	0.000375375277298642	0.00511312149563102	0.00458813317985872	ATPsynD/Coq7/levy/ND-20/ND-SGDH/Pcyt1/Prx3/Sam-S/SdhC/sesB/Sod1/Sod2/Trx-2/Trxr-1	14	14/336	aging	3
GO:1901137	carbohydrate derivative biosynthetic process	0.056547619047619	296/12234	0.000536075439365711	0.00720397200296162	0.00646430619765322	Acsl/Adk3/ATPsynB/ATPsynC/ATPsynCF6/ATPsynD/ATPsyndelta/ATPsynE/ATPsynF/ATPsynG/ATPsyngamma/ATPsynO/blw/Xxylt/Pdhb/Pdha/muc/Scox/sesB	19	19/336	carbohydrate derivative biosynthetic process	3
GO:0062013	positive regulation of small molecule metabolic process	0.0119047619047619	15/12234	0.000600091782350515	0.00794272425129974	0.00712720726604981	Fdx1/Fdx2/Scox/sesB	4	4/336	positive regulation of small molecule metabolic process	3
GO:0006734	NADH metabolic process	0.00892857142857143	10/12234	0.00213426335016567	0.0253760294939189	0.0227705527814285	Gpdh1/Gpo1/Mdh1	3	3/336	NADH metabolic process	3
GO:0010635	regulation of mitochondrial fusion	0.00892857142857143	10/12234	0.00213426335016567	0.0253760294939189	0.0227705527814285	Gs1/Marf/Opa1	3	3/336	regulation of mitochondrial fusion	3
GO:0006066	alcohol metabolic process	0.0238095238095238	92/12234	0.00374173351243697	0.0411700643698883	0.0369429395553786	CG5028/dj-1beta/Gpdh1/Gpo1/Idh3b/Idh3a/Marf/Pect	8	8/336	alcohol metabolic process	3
GO:0048489	synaptic vesicle transport	0.0119047619047619	24/12234	0.00384410437095892	0.0411700643698883	0.0369429395553786	Drp1/Miro/sesB/Syngr	4	4/336	synaptic vesicle transport	3
GO:0051646	mitochondrion localization	0.0119047619047619	24/12234	0.00384410437095892	0.0411700643698883	0.0369429395553786	Drp1/Marf/Miro/Rim2	4	4/336	mitochondrion localization	3
GO:0016197	endosomal transport	0.0740740740740741	116/12234	7.86250288202162e-13	1.52296680824759e-09	1.15206358018675e-09	Blos1/CG15012/CG30423/Chmp1/EndoA/fwe/gzl/lap/Rab14/Rab5/Rab7/shi/shrb/Syx6/Ubc6/ATP6AP2/Vps24/Vps28/Vti1a/Vti1b	20	20/270	endosomal transport	4
GO:0016050	vesicle organization	0.0703703703703704	111/12234	3.42312870813255e-12	2.90015206724339e-09	2.19384923924832e-09	Blos1/Arl8/lap/nSyb/Rab14/Rab3/Rab5/Rab7/ref(2)P/sau/shi/shrb/Syx17/Syx6/Syx7/Vps24/Vps28/Vti1a/Vti1b	19	19/270	vesicle organization	4
GO:0006914	autophagy	0.0888888888888889	193/12234	5.98895625656869e-12	2.90015206724339e-09	2.19384923924832e-09	AMPKalpha/AP-1-2beta/Atg1/Atg101/Atg18b/Atg8a/BI-1/Blos1/ctp/EndoA/Fis1/Arl8/Pp2A-29B/Rab1/ref(2)P/Rheb/shi/shrb/sigmar/Syx17/Ubc6/Ubi-p63E/Vha100-1/Vps28	24	24/270	autophagy	4
GO:0061919	process utilizing autophagic mechanism	0.0888888888888889	193/12234	5.98895625656869e-12	2.90015206724339e-09	2.19384923924832e-09	AMPKalpha/AP-1-2beta/Atg1/Atg101/Atg18b/Atg8a/BI-1/Blos1/ctp/EndoA/Fis1/Arl8/Pp2A-29B/Rab1/ref(2)P/Rheb/shi/shrb/sigmar/Syx17/Ubc6/Ubi-p63E/Vha100-1/Vps28	24	24/270	process utilizing autophagic mechanism	4
GO:0044409	entry into host	0.0407407407407407	30/12234	1.86087040147222e-11	4.50563245956461e-09	3.40833105111754e-09	AP-1-2beta/Arf102F/Rab1/Rab14/Rab2/Rab3/Rab5/Rab7/sau/shi/shrb	11	11/270	entry into host	4
GO:0046718	viral entry into host cell	0.0407407407407407	30/12234	1.86087040147222e-11	4.50563245956461e-09	3.40833105111754e-09	AP-1-2beta/Arf102F/Rab1/Rab14/Rab2/Rab3/Rab5/Rab7/sau/shi/shrb	11	11/270	viral entry into host cell	4
GO:0051701	biological process involved in interaction with host	0.0407407407407407	30/12234	1.86087040147222e-11	4.50563245956461e-09	3.40833105111754e-09	AP-1-2beta/Arf102F/Rab1/Rab14/Rab2/Rab3/Rab5/Rab7/sau/shi/shrb	11	11/270	biological process involved in interaction with host	4
GO:0052126	movement in host environment	0.0407407407407407	30/12234	1.86087040147222e-11	4.50563245956461e-09	3.40833105111754e-09	AP-1-2beta/Arf102F/Rab1/Rab14/Rab2/Rab3/Rab5/Rab7/sau/shi/shrb	11	11/270	movement in host environment	4
GO:0099003	vesicle-mediated transport in synapse	0.0666666666666667	112/12234	3.87681097032443e-11	7.29029614440742e-09	5.51481794039352e-09	Arf102F/Blos1/brat/Csp/EndoA/fwe/gammaSnap1/lap/nSyb/Rab3/Rab5/Rop/shi/stmA/Syt7/Syx17/Syx6/Syx7	18	18/270	vesicle-mediated transport in synapse	4
GO:0007034	vacuolar transport	0.0518518518518519	61/12234	4.14007524979255e-11	7.29029614440742e-09	5.51481794039352e-09	CG15012/CG30423/Chmp1/Arl8/Ndfip/p/Rab7/shrb/VhaAC39-1/Vps24/Vps28/Vps37B/Vti1a/Vti1b	14	14/270	vacuolar transport	4
GO:0030004	cellular monovalent inorganic cation homeostasis	0.0407407407407407	36/12234	1.81971390677266e-10	2.71137372109126e-08	2.05104595807898e-08	Atpalpha/CG31030/Ae2/nrv2/Rab14/Vha100-1/Vha16-1/Vha55/Vha68-1/VhaAC39-1/VhaAC45	11	11/270	cellular monovalent inorganic cation homeostasis	4
GO:1902600	proton transmembrane transport	0.0518518518518519	68/12234	1.97394884740696e-10	2.73109922673378e-08	2.06596751548157e-08	Atpalpha/Vha100-1/Vha13/Vha14-1/Vha16-1/Vha36-1/Vha55/Vha68-1/VhaAC39-1/VhaAC45/ATP6AP2/VhaM9.7-a/VhaPPA1-1/VhaSFD	14	14/270	proton transmembrane transport	4
GO:0009894	regulation of catabolic process	0.0925925925925926	250/12234	2.58612159272198e-10	3.33954501673499e-08	2.52623246110105e-08	AMPKalpha/AP-1-2beta/Atg1/Atg101/Atg8a/BI-1/CG31855/CkIalpha/GlyP/mbf1/Oda/Pomp/Rad23/rdx/Rheb/Roc1a/shi/sigmar/SkpA/slmb/Socs36E/Syx17/Ubc6/UbcE2H/vih	25	25/270	regulation of catabolic process	4
GO:0019058	viral life cycle	0.0407407407407407	38/12234	3.5046445522361e-10	4.24281031105083e-08	3.20951658994254e-08	AP-1-2beta/Arf102F/Rab1/Rab14/Rab2/Rab3/Rab5/Rab7/sau/shi/shrb	11	11/270	viral life cycle	4
GO:0055067	monovalent inorganic cation homeostasis	0.0407407407407407	40/12234	6.47452259822443e-10	6.60060540671617e-08	4.99309443586061e-08	Atpalpha/CG31030/Ae2/nrv2/Rab14/Vha100-1/Vha16-1/Vha55/Vha68-1/VhaAC39-1/VhaAC45	11	11/270	monovalent inorganic cation homeostasis	4
GO:0030163	protein catabolic process	0.111111111111111	371/12234	7.30922160200374e-10	7.07898112154062e-08	5.35496656315221e-08	CG11658/CG31855/CG7220/CkIalpha/eff/gzl/Ndfip/Oda/Pomp/Rad23/rdx/Roc1a/Rpn10/Rpn11/Rpn5/Rpt4/shrb/SkpA/slmb/Socs36E/STUB1/Ubc4/Ubc6/UbcE2H/Ubi-p5E/Ubi-p63E/Usp14/vih/Vps28/Vps37B	30	30/270	protein catabolic process	4
GO:0031329	regulation of cellular catabolic process	0.0851851851851852	225/12234	9.02573070253677e-10	8.32516208133987e-08	6.29765270071739e-08	AMPKalpha/AP-1-2beta/Atg1/Atg101/Atg8a/BI-1/CG31855/CkIalpha/GlyP/mbf1/Pomp/Rad23/Rheb/Roc1a/shi/sigmar/SkpA/slmb/Socs36E/Syx17/Ubc6/UbcE2H/vih	23	23/270	regulation of cellular catabolic process	4
