module.id	SYMBOL	FLYBASE	GENENAME	phylostrata	phylostrata_name
3	COX6B	FBgn0031066	Cytochrome c oxidase subunit 6B	2	Eukaryota
3	Tom20	FBgn0036928	Translocase of outer membrane 20	3	Opisthokonta
3	Gabat	FBgn0036927	gamma-aminobutyric acid transaminase	1	cellular_organisms
3	CG8004	FBgn0036920	uncharacterized protein	1	cellular_organisms
3	mRpL21	FBgn0036853	mitochondrial ribosomal protein L21	1	cellular_organisms
3	mRpS26	FBgn0036774	mitochondrial ribosomal protein S26	6	Bilateria
3	Vps60	FBgn0036740	Vacuolar protein sorting 60	2	Eukaryota
3	CG7630	FBgn0040793	uncharacterized protein	7	Protostomia
3	QIL1	FBgn0036726	QIL1	6	Bilateria
3	Baldspot	FBgn0260960	baldspot	2	Eukaryota
3	Su(P)	FBgn0004465	Suppressor of ref(2)P sterility	1	cellular_organisms
3	mRpS31	FBgn0036557	mitochondrial ribosomal protein S31	4	Metazoa
3	CG6878	FBgn0036488	uncharacterized protein	2	Eukaryota
3	Mpcp2	FBgn0026409	Mitochondrial phosphate carrier protein 2	2	Eukaryota
3	CG11267	FBgn0036334	uncharacterized protein	1	cellular_organisms
3	ND-SGDH	FBgn0011455	NADH dehydrogenase (ubiquinone) SGDH subunit	4	Metazoa
3	mRpL2	FBgn0036135	mitochondrial ribosomal protein L2	1	cellular_organisms
3	Pfdn2	FBgn0010741	Prefoldin 2	2	Eukaryota
3	galla-2	FBgn0036107	galla-2	1	cellular_organisms
3	ND-13B	FBgn0047038	NADH dehydrogenase (ubiquinone) 13 kDa B subunit	2	Eukaryota
3	ATPsynB	FBgn0019644	ATP synthase, subunit B	3	Opisthokonta
3	mRpL12	FBgn0011787	mitochondrial ribosomal protein L12	2	Eukaryota
3	mRpL36	FBgn0042112	mitochondrial ribosomal protein L36	3	Opisthokonta
3	CG32369	FBgn0052369	uncharacterized protein	1	cellular_organisms
3	CG7506	FBgn0035805	uncharacterized protein	2	Eukaryota
3	mRpL50	FBgn0028648	mitochondrial ribosomal protein L50	4	Metazoa
3	CG10075	FBgn0035722	uncharacterized protein	1	cellular_organisms
3	CG15456	FBgn0040650	uncharacterized protein	1	cellular_organisms
3	ND-PDSW	FBgn0021967	NADH dehydrogenase (ubiquinone) PDSW subunit	3	Opisthokonta
3	ND-B14.5B	FBgn0031505	NADH dehydrogenase (ubiquinone) B14.5 B subunit	6	Bilateria
3	GABPI	FBgn0031495	beta4GalNAcTB pilot	2	Eukaryota
3	mRpL48	FBgn0031357	mitochondrial ribosomal protein L48	4	Metazoa
3	Rim2	FBgn0031359	Replication in mitochondria 2	2	Eukaryota
3	RFeSP	FBgn0021906	Rieske iron-sulfur protein	1	cellular_organisms
3	Gs1	FBgn0001142	Glutamine synthetase 1	1	cellular_organisms
3	ND-15	FBgn0031228	NADH dehydrogenase (ubiquinone) 15 kDa subunit	6	Bilateria
3	spen	FBgn0016977	split ends	1	cellular_organisms
3	mRpL10	FBgn0031231	mitochondrial ribosomal protein L10	1	cellular_organisms
3	CG32425	FBgn0052425	uncharacterized protein	3	Opisthokonta
3	CRIF	FBgn0037102	CR6-interacting factor	6	Bilateria
3	P5CDh1	FBgn0037138	delta-1-Pyrroline-5-carboxylate dehydrogenase 1	1	cellular_organisms
3	POLDIP2	FBgn0037329	Polymerase (DNA-directed), delta interacting protein 2	1	cellular_organisms
3	ND-13A	FBgn0031684	NADH dehydrogenase (ubiquinone) 13 kDa A subunit	1	cellular_organisms
3	Scox	FBgn0262467	Synthesis of cytochrome c oxidase	1	cellular_organisms
3	mRpL24	FBgn0031651	mitochondrial ribosomal protein L24	1	cellular_organisms
3	CG7382	FBgn0031708	uncharacterized protein	2	Eukaryota
3	Gpdh1	FBgn0001128	Glycerol-3-phosphate dehydrogenase 1	1	cellular_organisms
3	ND-51	FBgn0031771	NADH dehydrogenase (ubiquinone) 51 kDa subunit	1	cellular_organisms
3	slmo	FBgn0029161	slowmo	2	Eukaryota
3	epsilonCOP	FBgn0027496	Coat Protein (coatomer) epsilon	2	Eukaryota
3	CG31637	FBgn0051637	uncharacterized protein	1	cellular_organisms
3	COX5B	FBgn0031830	Cytochrome c oxidase subunit 5B	2	Eukaryota
3	Sirup	FBgn0031971	Starvation-upregulated protein	1	cellular_organisms
3	PrBP	FBgn0032059	Prenyl-binding protein	2	Eukaryota
3	Trx-2	FBgn0040070	thioredoxin-2	1	cellular_organisms
3	Fkbp59	FBgn0029174	FK506-binding protein 59kD	1	cellular_organisms
3	ClpP	FBgn0032229	Clp protease proteolytic subunit	1	cellular_organisms
3	Ip259	FBgn0025366	Intronic Protein 259	1	cellular_organisms
3	Mdh1	FBgn0262782	Malate dehydrogenase 1	1	cellular_organisms
3	CG5676	FBgn0032200	uncharacterized protein	1	cellular_organisms
3	porin	FBgn0004363	porin	2	Eukaryota
3	Nfs1	FBgn0032393	Nfs1 cysteine desulfurase	1	cellular_organisms
3	Pex19	FBgn0032407	Peroxin 19	2	Eukaryota
3	CG6180	FBgn0032453	uncharacterized protein	1	cellular_organisms
3	Pect	FBgn0032482	Phosphoethanolamine cytidylyltransferase	1	cellular_organisms
3	CG6523	FBgn0032509	uncharacterized protein	1	cellular_organisms
3	mRpL4	FBgn0001995	mitochondrial ribosomal protein L4	1	cellular_organisms
3	CG17996	FBgn0032595	uncharacterized protein	3	Opisthokonta
3	CG6115	FBgn0040985	uncharacterized protein	2	Eukaryota
3	mEFTs	FBgn0032646	mitochondrial translation elongation factor Ts	1	cellular_organisms
3	CG10561	FBgn0002036	uncharacterized protein	1	cellular_organisms
3	DCTN6-p27	FBgn0086446	Dynactin 6, p27 subunit	1	cellular_organisms
3	CG31800	FBgn0051800	uncharacterized protein	1	cellular_organisms
3	La	FBgn0011638	La autoantigen-like	2	Eukaryota
3	alphaTub84D	FBgn0003885	alpha-Tubulin at 84D	1	cellular_organisms
3	mRpS9	FBgn0037529	mitochondrial ribosomal protein S9	1	cellular_organisms
3	CG11035	FBgn0037544	uncharacterized protein	1	cellular_organisms
3	mRpL1	FBgn0037566	mitochondrial ribosomal protein L1	1	cellular_organisms
3	mRpS18A	FBgn0051450	mitochondrial ribosomal protein S18A	1	cellular_organisms
3	mRpL19	FBgn0037608	mitochondrial ribosomal protein L19	1	cellular_organisms
3	IscU	FBgn0037637	Iron-sulfur cluster assembly enzyme	1	cellular_organisms
3	Sf3b5	FBgn0040534	Splicing factor 3b subunit 5	2	Eukaryota
3	CG9399	FBgn0037715	uncharacterized protein	2	Eukaryota
3	mRpL47	FBgn0014023	mitochondrial ribosomal protein L47	2	Eukaryota
3	CG11722	FBgn0037777	uncharacterized protein	6	Bilateria
3	Adk3	FBgn0042094	Adenylate kinase 3	1	cellular_organisms
3	CG5214	FBgn0037891	uncharacterized protein	1	cellular_organisms
3	RpL24-like	FBgn0037899	Ribosomal protein L24-like	1	cellular_organisms
3	CG14721	FBgn0037942	uncharacterized protein	1	cellular_organisms
3	CG18549	FBgn0038053	uncharacterized protein	2	Eukaryota
3	CG12279	FBgn0038080	uncharacterized protein	1	cellular_organisms
3	l(3)87Df	FBgn0002354	lethal (3) 87Df	6	Bilateria
3	Dic1	FBgn0027610	Dicarboxylate carrier 1	1	cellular_organisms
3	Droj2	FBgn0038145	DnaJ-like-2	1	cellular_organisms
3	CG3061	FBgn0038195	uncharacterized protein	1	cellular_organisms
3	ATPsynE	FBgn0038224	ATP synthase, subunit E	3	Opisthokonta
3	UQCR-C1	FBgn0038271	Ubiquinol-cytochrome c reductase core protein 1	1	cellular_organisms
3	mRpS10	FBgn0038307	mitochondrial ribosomal protein S10	1	cellular_organisms
3	ATPsynO	FBgn0016691	ATP synthase, oligomycin sensitivity conferring protein	1	cellular_organisms
3	Ccm3	FBgn0038331	Cerebral cavernous malformation 3	3	Opisthokonta
3	ND-23	FBgn0017567	NADH dehydrogenase (ubiquinone) 23 kDa subunit	1	cellular_organisms
3	mRpS33	FBgn0038426	mitochondrial ribosomal protein S33	2	Eukaryota
3	CG10340	FBgn0022344	uncharacterized protein	2	Eukaryota
3	Prx3	FBgn0038519	Peroxiredoxin 3	1	cellular_organisms
3	Cbp20	FBgn0022943	cap binding protein 20	1	cellular_organisms
3	eIF1A	FBgn0026250	eukaryotic translation initiation factor 1A	1	cellular_organisms
3	CG31229	FBgn0051229	uncharacterized protein	2	Eukaryota
3	NP15.6	FBgn0027785	NP15.6	4	Metazoa
3	P5cr	FBgn0015781	Pyrroline 5-carboyxlate reductase	1	cellular_organisms
3	mRpL55	FBgn0038678	mitochondrial ribosomal protein L55	4	Metazoa
3	CG4686	FBgn0038739	uncharacterized protein	1	cellular_organisms
3	CG15922	FBgn0040575	uncharacterized protein	10	Insecta
3	AP-2sigma	FBgn0043012	Adaptor Protein complex 2, sigma subunit	2	Eukaryota
3	mRpL35	FBgn0038923	mitochondrial ribosomal protein L35	4	Metazoa
3	Pfdn5	FBgn0038976	Prefoldin 5	1	cellular_organisms
3	CG10214	FBgn0039115	uncharacterized protein	1	cellular_organisms
3	SdhD	FBgn0039112	Succinate dehydrogenase, subunit D	3	Opisthokonta
3	mRpS24	FBgn0039159	mitochondrial ribosomal protein S24	4	Metazoa
3	Miro	FBgn0039140	Mitochondrial Rho	1	cellular_organisms
3	CG13623	FBgn0039205	uncharacterized protein	1	cellular_organisms
3	Nmnat	FBgn0039254	Nicotinamide mononucleotide adenylyltransferase	1	cellular_organisms
3	vig2	FBgn0046214	vig2	2	Eukaryota
3	EMC6	FBgn0039259	ER membrane protein complex subunit 6	2	Eukaryota
3	CG6330	FBgn0039464	uncharacterized protein	1	cellular_organisms
3	Pdhb	FBgn0039635	Pyruvate dehydrogenase E1 beta subunit	1	cellular_organisms
3	Cisd2	FBgn0062442	CDGSH iron sulfur domain 2	1	cellular_organisms
3	CG1907	FBgn0039674	uncharacterized protein	1	cellular_organisms
3	ATPsyngamma	FBgn0020235	ATP synthase, gamma subunit	1	cellular_organisms
3	CG7943	FBgn0039741	uncharacterized protein	2	Eukaryota
3	Bet5	FBgn0260860	Blocked early in transport 5	2	Eukaryota
3	mRpS18C	FBgn0039765	mitochondrial ribosomal protein S18C	1	cellular_organisms
3	Chchd3	FBgn0010808	Coiled-coil-helix-coiled-coil-helix domain containing 3	3	Opisthokonta
3	ATPsynC	FBgn0039830	ATP synthase, subunit C	1	cellular_organisms
3	CG8245	FBgn0033031	uncharacterized protein	2	Eukaryota
3	CG15908	FBgn0033085	uncharacterized protein	5	Eumetazoa
3	SdhB	FBgn0014028	Succinate dehydrogenase, subunit B (iron-sulfur)	1	cellular_organisms
3	galla-1	FBgn0034543	galla-1	2	Eukaryota
3	SdhA	FBgn0261439	Succinate dehydrogenase, subunit A (flavoprotein)	1	cellular_organisms
3	EndoB	FBgn0034433	Endophilin B	3	Opisthokonta
3	mRpS28	FBgn0034361	mitochondrial ribosomal protein S28	4	Metazoa
3	EMRE	FBgn0062440	Essential MCU regulator	6	Bilateria
3	P32	FBgn0034259	P32	4	Metazoa
3	CG14483	FBgn0034248	uncharacterized protein	3	Opisthokonta
3	Prosalpha5	FBgn0016697	Proteasome alpha5 subunit	1	cellular_organisms
3	Sod2	FBgn0010213	Superoxide dismutase 2 (Mn)	1	cellular_organisms
3	Lis-1	FBgn0015754	Lissencephaly-1	1	cellular_organisms
3	Gpo1	FBgn0022160	Glycerophosphate oxidase 1	1	cellular_organisms
3	CG8187	FBgn0034027	uncharacterized protein	1	cellular_organisms
3	mRpL41	FBgn0034001	mitochondrial ribosomal protein L41	2	Eukaryota
3	ND-B15	FBgn0033961	NADH dehydrogenase (ubiquinone) B15 subunit	4	Metazoa
3	Hsc70-5	FBgn0001220	Heat shock protein cognate 5	1	cellular_organisms
3	Opa1	FBgn0261276	Optic atrophy 1	2	Eukaryota
3	mRpS16	FBgn0033907	mitochondrial ribosomal protein S16	1	cellular_organisms
3	PheRS-m	FBgn0275436	Phenylalanyl-tRNA synthetase, mitochondrial	1	cellular_organisms
3	Syngr	FBgn0033876	Synaptogyrin	3	Opisthokonta
3	mEFTu1	FBgn0024556	mitochondrial translation elongation factor Tu 1	1	cellular_organisms
3	Roe1	FBgn0014877	Roe1	1	cellular_organisms
3	ZnT49B	FBgn0033762	Zinc transporter 49B	1	cellular_organisms
3	mRpL18	FBgn0026741	mitochondrial ribosomal protein L18	1	cellular_organisms
3	ox	FBgn0011227	oxen	2	Eukaryota
3	CG8818	FBgn0033751	uncharacterized protein	10	Insecta
3	CG13220	FBgn0033608	uncharacterized protein	5	Eumetazoa
3	san	FBgn0024188	separation anxiety	1	cellular_organisms
3	ND-B14	FBgn0033570	NADH dehydrogenase (ubiquinone) B14 subunit	2	Eukaryota
3	CG12895	FBgn0033523	uncharacterized protein	1	cellular_organisms
3	COX7C	FBgn0040773	Cytochrome c oxidase subunit 7C	5	Eumetazoa
3	Urod	FBgn0033428	Uroporphyrinogen decarboxylase	1	cellular_organisms
3	Non1	FBgn0028473	Novel nucleolar protein 1	1	cellular_organisms
3	CG13751	FBgn0033340	uncharacterized protein	10	Insecta
3	CG33199	FBgn0053199	uncharacterized protein	11	Diptera
3	CG14757	FBgn0033274	uncharacterized protein	1	cellular_organisms
3	CG30373	FBgn0050373	uncharacterized protein	6	Bilateria
3	mRpL52	FBgn0033208	mitochondrial ribosomal protein L52	3	Opisthokonta
3	CG1598	FBgn0033191	uncharacterized protein	1	cellular_organisms
3	ND-49	FBgn0039909	NADH dehydrogenase (ubiquinone) 49 kDa subunit	1	cellular_organisms
3	CG11076	FBgn0039929	uncharacterized protein	11	Diptera
3	mRpL13	FBgn0032720	mitochondrial ribosomal protein L13	1	cellular_organisms
3	Vamp7	FBgn0266186	Vesicle-associated membrane protein 7	1	cellular_organisms
3	Sam-S	FBgn0005278	S-adenosylmethionine Synthetase	1	cellular_organisms
3	Ubc10	FBgn0026316	Ubiquitin conjugating enzyme 10	1	cellular_organisms
3	mRpS11	FBgn0038474	mitochondrial ribosomal protein S11	1	cellular_organisms
3	Pglym78	FBgn0014869	Phosphoglyceromutase 78	1	cellular_organisms
3	Naa80	FBgn0037747	N(alpha)-acetyltransferase 80	1	cellular_organisms
3	Gs1l	FBgn0019982	GS1-like	1	cellular_organisms
3	CG34117	FBgn0083953	uncharacterized protein	4	Metazoa
3	CG34132	FBgn0083968	uncharacterized protein	2	Eukaryota
3	mRpL34	FBgn0083983	mitochondrial ribosomal protein L34	1	cellular_organisms
3	mRpS5	FBgn0287187	mitochondrial ribosomal protein S5	1	cellular_organisms
3	CG34200	FBgn0085229	uncharacterized protein	10	Insecta
3	CG34228	FBgn0085257	uncharacterized protein	5	Eumetazoa
3	CG34229	FBgn0259832	uncharacterized protein	2	Eukaryota
3	ND-MWFE	FBgn0085468	NADH dehydrogenase (ubiquinone) MWFE subunit	6	Bilateria
3	Phb2	FBgn0010551	Prohibitin 2	1	cellular_organisms
3	I-2	FBgn0028429	Inhibitor-2	3	Opisthokonta
3	ND-B12	FBgn0034645	NADH dehydrogenase (ubiquinone) B12 subunit	5	Eumetazoa
3	CG5028	FBgn0039358	uncharacterized protein	1	cellular_organisms
3	ND-AGGG	FBgn0058002	NADH dehydrogenase (ubiquinone) AGGG subunit	4	Metazoa
3	Tim23	FBgn0267976	Translocase of inner mitochondrial membrane 23	2	Eukaryota
3	ND-B17.2	FBgn0031436	NADH dehydrogenase (ubiquinone) B17.2 subunit	1	cellular_organisms
3	mRpL23	FBgn0035335	mitochondrial ribosomal protein L23	1	cellular_organisms
3	CG7394	FBgn0036173	uncharacterized protein	1	cellular_organisms
3	CG32448	FBgn0052448	uncharacterized protein	6	Bilateria
3	CG8229	FBgn0033356	uncharacterized protein	11	Diptera
3	CG42376	FBgn0259722	uncharacterized protein	2	Eukaryota
3	CG14777	FBgn0026872	uncharacterized protein	2	Eukaryota
3	Arpc3A	FBgn0038369	Actin-related protein 2/3 complex, subunit 3A	2	Eukaryota
3	Ssadh	FBgn0039349	Succinic semialdehyde dehydrogenase	1	cellular_organisms
3	Fdx2	FBgn0035529	Ferredoxin 2	1	cellular_organisms
3	Idh3b	FBgn0038922	Isocitrate dehydrogenase 3b	1	cellular_organisms
3	CG32767	FBgn0052767	uncharacterized protein	1	cellular_organisms
3	CG34150	FBgn0083986	uncharacterized protein	2	Eukaryota
3	ND-19	FBgn0035046	NADH dehydrogenase (ubiquinone) 19 kDa subunit	2	Eukaryota
3	PhKgamma	FBgn0011754	Phosphorylase kinase gamma	1	cellular_organisms
3	Men-b	FBgn0029155	Malic enzyme b	1	cellular_organisms
3	UQCR-11	FBgn0260008	Ubiquinol-cytochrome c reductase 11 kDa subunit	2	Eukaryota
3	ScsbetaA	FBgn0037643	Succinyl-coenzyme A synthetase beta subunit, ADP-forming	1	cellular_organisms
3	RpL15	FBgn0028697	Ribosomal protein L15	1	cellular_organisms
3	CG41128	FBgn0069923	uncharacterized protein	3	Opisthokonta
3	AnxB10	FBgn0000084	Annexin B10	1	cellular_organisms
3	bsk	FBgn0000229	basket	1	cellular_organisms
3	UQCR-Q	FBgn0036728	Ubiquinol-cytochrome c reductase ubiquinone-binding protein	2	Eukaryota
3	Scsalpha1	FBgn0004888	Succinyl-coenzyme A synthetase alpha subunit 1	1	cellular_organisms
3	Fdx1	FBgn0011769	Ferredoxin 1	1	cellular_organisms
3	CG42813	FBgn0261995	uncharacterized protein	1	cellular_organisms
3	mRpL42	FBgn0033480	mitochondrial ribosomal protein L42	6	Bilateria
3	AP-1sigma	FBgn0039132	Adaptor Protein complex 1, sigma subunit	2	Eukaryota
3	Mtch	FBgn0027786	Mitochondrial carrier homolog 1	2	Eukaryota
3	COX7A	FBgn0040529	Cytochrome c oxidase subunit 7A	6	Bilateria
3	ATPsynG	FBgn0010612	ATP synthase, subunit G	3	Opisthokonta
3	Dap160	FBgn0023388	Dynamin associated protein 160	2	Eukaryota
3	mRpS6	FBgn0035534	mitochondrial ribosomal protein S6	1	cellular_organisms
3	CG5065	FBgn0034145	uncharacterized protein	1	cellular_organisms
3	cype	FBgn0015031	cyclope	6	Bilateria
3	CG17734	FBgn0037890	uncharacterized protein	6	Bilateria
3	p23	FBgn0037728	p23	1	cellular_organisms
3	tko	FBgn0003714	technical knockout	1	cellular_organisms
3	CG3556	FBgn0029708	uncharacterized protein	6	Bilateria
3	RIC-3	FBgn0050296	RIC3 acetylcholine receptor chaperone	9	Pancrustacea
3	CG12848	FBgn0040666	uncharacterized protein	4	Metazoa
3	mRpL17	FBgn0035122	mitochondrial ribosomal protein L17	1	cellular_organisms
3	UQCR-6.4	FBgn0034245	Ubiquinol-cytochrome c reductase 6.4 kDa subunit	8	Arthropoda
3	DnaJ-H	FBgn0032474	DnaJ homolog	1	cellular_organisms
3	CG13601	FBgn0039126	uncharacterized protein	2	Eukaryota
3	l(2)k14505	FBgn0021856	lethal (2) k14505	1	cellular_organisms
3	mRpL28	FBgn0031660	mitochondrial ribosomal protein L28	2	Eukaryota
3	CG14818	FBgn0026088	uncharacterized protein	10	Insecta
3	CG15432	FBgn0031603	uncharacterized protein	2	Eukaryota
3	UQCR-C2	FBgn0250814	Ubiquinol-cytochrome c reductase core protein 2	1	cellular_organisms
3	ND-39	FBgn0037001	NADH dehydrogenase (ubiquinone) 39 kDa subunit	1	cellular_organisms
3	CG7430	FBgn0036762	uncharacterized protein	1	cellular_organisms
3	ND-ACP	FBgn0011361	NADH dehydrogenase (ubiquinone) acyl carrier protein	1	cellular_organisms
3	Stoml2	FBgn0034936	Stomatin like 2	1	cellular_organisms
3	Syx13	FBgn0036341	Syntaxin 13	2	Eukaryota
3	mRpS7	FBgn0032236	mitochondrial ribosomal protein S7	1	cellular_organisms
3	COX4	FBgn0032833	Cytochrome c oxidase subunit 4	3	Opisthokonta
3	CG8360	FBgn0032001	uncharacterized protein	1	cellular_organisms
3	muc	FBgn0283658	midline uncoordinated	1	cellular_organisms
3	MagR	FBgn0026666	Magnetic receptor	1	cellular_organisms
3	CG17493	FBgn0040010	uncharacterized protein	1	cellular_organisms
3	Acsl	FBgn0263120	Acyl-CoA synthetase long-chain	1	cellular_organisms
3	prel	FBgn0033413	preli-like	2	Eukaryota
3	Fie	FBgn0026592	Fire exit	10	Insecta
3	CG17593	FBgn0031544	uncharacterized protein	2	Eukaryota
3	CG9921	FBgn0030743	uncharacterized protein	2	Eukaryota
3	CG12091	FBgn0035228	uncharacterized protein	2	Eukaryota
3	VhaM9.7-b	FBgn0028663	Vacuolar H[+] ATPase M9.7 subunit b	2	Eukaryota
3	COX8	FBgn0263911	Cytochrome c oxidase subunit 8	8	Arthropoda
3	Tpr2	FBgn0032586	Tetratricopeptide repeat protein 2	1	cellular_organisms
3	e(r)	FBgn0011586	enhancer of rudimentary	2	Eukaryota
3	mRpL14	FBgn0040389	mitochondrial ribosomal protein L14	1	cellular_organisms
3	Tom40	FBgn0016041	Translocase of outer membrane 40	2	Eukaryota
3	ATPsynCF6	FBgn0016119	ATP synthase, coupling factor 6	4	Metazoa
3	CG17698	FBgn0040056	uncharacterized protein	1	cellular_organisms
3	Acyp2	FBgn0038363	Acylphosphatase 2	1	cellular_organisms
3	CG7920	FBgn0039737	uncharacterized protein	1	cellular_organisms
3	COX5A	FBgn0019624	Cytochrome c oxidase subunit 5A	3	Opisthokonta
3	elm	FBgn0037358	ethanol sensitive with low memory	1	cellular_organisms
3	mRpL27	FBgn0053002	mitochondrial ribosomal protein L27	1	cellular_organisms
3	Drp1	FBgn0026479	Dynamin related protein 1	1	cellular_organisms
3	ND-42	FBgn0019957	NADH dehydrogenase (ubiquinone) 42 kDa subunit	1	cellular_organisms
3	Cchl	FBgn0038925	Cytochrome c heme lyase	2	Eukaryota
3	Mitofilin	FBgn0019960	mitofilin	2	Eukaryota
3	SdhC	FBgn0037873	Succinate dehydrogenase, subunit C	1	cellular_organisms
3	mRpS21	FBgn0044511	mitochondrial ribosomal protein S21	1	cellular_organisms
3	Idh3a	FBgn0027291	Isocitrate dehydrogenase 3a	1	cellular_organisms
3	CG44242	FBgn0265177	uncharacterized protein	10	Insecta
3	Tom7	FBgn0033357	Translocase of outer membrane 7	3	Opisthokonta
3	CG16935	FBgn0033883	uncharacterized protein	1	cellular_organisms
3	CG17385	FBgn0033934	uncharacterized protein	1	cellular_organisms
3	ND-B16.6	FBgn0029868	NADH dehydrogenase (ubiquinone) B16.6 subunit	2	Eukaryota
3	ND-24	FBgn0030853	NADH dehydrogenase (ubiquinone) 24 kDa subunit	1	cellular_organisms
3	ND-B22	FBgn0032511	NADH dehydrogenase (ubiquinone) B22 subunit	2	Eukaryota
3	Jwa	FBgn0032704	Jwa	2	Eukaryota
3	l(2)k09913	FBgn0021979	lethal (2) k09913	2	Eukaryota
3	Marf	FBgn0029870	Mitochondrial assembly regulatory factor	1	cellular_organisms
3	ND-B17	FBgn0001989	NADH dehydrogenase (ubiquinone) B17 subunit	4	Metazoa
3	mAcon1	FBgn0010100	Mitochondrial aconitase 1	1	cellular_organisms
3	CG5946	FBgn0036211	uncharacterized protein	1	cellular_organisms
3	Cyt-c-p	FBgn0284248	Cytochrome c proximal	1	cellular_organisms
3	CG9231	FBgn0036887	uncharacterized protein	6	Bilateria
3	Tim17b	FBgn0263977	Translocase of the inner mitochondrial membrane 17b	2	Eukaryota
3	CG17776	FBgn0040899	uncharacterized protein	9	Pancrustacea
3	CG18508	FBgn0028746	uncharacterized protein	6	Bilateria
3	mRpS14	FBgn0044030	mitochondrial ribosomal protein S14	1	cellular_organisms
3	ATPsynD	FBgn0016120	ATP synthase, subunit D	2	Eukaryota
3	CG2076	FBgn0030263	uncharacterized protein	1	cellular_organisms
3	l(2)37Cc	FBgn0002031	lethal (2) 37Cc	1	cellular_organisms
3	CG34250	FBgn0085279	uncharacterized protein	11	Diptera
3	CG15891	FBgn0029860	uncharacterized protein	10	Insecta
4	CG17778	FBgn0023534	uncharacterized protein	10	Insecta
4	SkpA	FBgn0025637	SKP1-related A	1	cellular_organisms
4	CG3703	FBgn0040348	uncharacterized protein	4	Metazoa
4	eIF2Bbeta	FBgn0024996	eukaryotic translation initiation factor 2B subunit beta	1	cellular_organisms
4	VhaAC39-1	FBgn0285910	Vacuolar H[+] ATPase AC39 subunit 1	2	Eukaryota
4	Rab18	FBgn0015794	Rab18	1	cellular_organisms
4	Ubi-p5E	FBgn0086558	Ubiquitin-5E	1	cellular_organisms
4	CG3040	FBgn0029925	uncharacterized protein	1	cellular_organisms
4	UbcE2H	FBgn0029996	Ubiquitin conjugating enzyme E2H	1	cellular_organisms
4	Gbeta5	FBgn0030011	Gbeta5	1	cellular_organisms
4	lawc	FBgn0262976	leg arista wing complex	12	Drosophila
4	Atg8a	FBgn0052672	Autophagy-related 8a	2	Eukaryota
4	Tango11	FBgn0050404	Transport and Golgi organization 11	6	Bilateria
4	AIMP3	FBgn0050185	aaRS-interacting multifunctional protein 3	2	Eukaryota
4	sigmar	FBgn0034894	salivary glands marred	3	Opisthokonta
4	gammaSnap1	FBgn0028552	gamma Soluble NSF attachment protein 1	2	Eukaryota
4	CG3907	FBgn0034958	uncharacterized protein	6	Bilateria
4	PPP1R15	FBgn0034948	Protein phosphatase 1 regulatory subunit 15	5	Eumetazoa
4	Nxt1	FBgn0028411	NTF2-related export protein 1	2	Eukaryota
4	CG13585	FBgn0035020	uncharacterized protein	4	Metazoa
4	CG2790	FBgn0027599	uncharacterized protein	1	cellular_organisms
4	emc	FBgn0000575	extra macrochaetae	5	Eumetazoa
4	Vti1a	FBgn0260862	Vesicle transport through interaction with t-SNAREs 1a	2	Eukaryota
4	Aplip1	FBgn0040281	APP-like protein interacting protein 1	2	Eukaryota
4	CG13920	FBgn0025712	uncharacterized protein	3	Opisthokonta
4	Cdc37	FBgn0011573	Cdc37	2	Eukaryota
4	CG32485	FBgn0052485	uncharacterized protein	2	Eukaryota
4	CG32276	FBgn0047135	uncharacterized protein	2	Eukaryota
4	Chd64	FBgn0035499	Chd64	1	cellular_organisms
4	CG1998	FBgn0030485	uncharacterized protein	1	cellular_organisms
4	Yippee	FBgn0026749	yippee	2	Eukaryota
4	Pis	FBgn0030670	Phosphatidylinositol synthase	1	cellular_organisms
4	Atg101	FBgn0030960	Autophagy-related 101	2	Eukaryota
4	AP-1-2beta	FBgn0010380	Adaptor Protein complex 1/2, beta subunit	1	cellular_organisms
4	Pfdn6	FBgn0036918	Prefoldin 6	1	cellular_organisms
4	Chmp1	FBgn0036805	Charged multivesicular body protein 1	1	cellular_organisms
4	Ndfip	FBgn0052177	Nedd4 family interacting protein	3	Opisthokonta
4	Trs20	FBgn0266724	TRAPP subunit 20	2	Eukaryota
4	fwe	FBgn0261722	flower	3	Opisthokonta
4	CG7739	FBgn0036509	uncharacterized protein	1	cellular_organisms
4	CG32109	FBgn0052109	uncharacterized protein	6	Bilateria
4	vih	FBgn0264848	vihar	1	cellular_organisms
4	CG11658	FBgn0036196	uncharacterized protein	5	Eumetazoa
4	Ae2	FBgn0036043	Anion exchanger 2	1	cellular_organisms
4	Prps	FBgn0036030	Phosphoribosyl pyrophosphate synthetase	1	cellular_organisms
4	ghi	FBgn0266124	ghiberti	10	Insecta
4	Hsp26	FBgn0001225	Heat shock protein 26	1	cellular_organisms
4	BI-1	FBgn0035871	Bax Inhibitor-1	1	cellular_organisms
4	mrva	FBgn0035763	minerva	1	cellular_organisms
4	DnaJ-1	FBgn0263106	DnaJ-like-1	1	cellular_organisms
4	Pfdn4	FBgn0035603	Prefoldin 4	2	Eukaryota
4	CG10674	FBgn0035592	uncharacterized protein	2	Eukaryota
4	Ntf-2	FBgn0031145	Nuclear transport factor-2	1	cellular_organisms
4	alpha4GT1	FBgn0031491	alpha1,4-galactosyltransferase 1	1	cellular_organisms
4	Rab5	FBgn0014010	Rab5	1	cellular_organisms
